symbol,scan_time,entry_time,exit_time,side,score,entry,exit,filled_orders,full_position,notional,pnl,pnl_pct_on_notional,peak_favorable_pct,exit_reason,strategy_group_exit,hedge_notional,trend_notional,hedge_closed,hedge_close_price,realized_hedge_pnl,adx,range_pct,volume_ratio,atr_expansion
MITOUSDT,2026-04-24 16:00,2026-04-24 17:00,2026-04-25 17:00,HEDGED,70.04586234704426,0.039,0.03837,1,False,440.0,0.0,0.0,0.0,hedged-probe-timeout,True,220.0,220.0,False,0,0,47.60133132349866,12.74358974358975,4.387618332047443,1.266435725816424
IOUSDT,2026-04-24 18:00,2026-04-24 19:00,2026-04-25 04:00,LONG,70.51235279079444,0.1309078652094457,0.1355,10,True,1220.0,13.079135873212348,0.01072060317476422,0.04265396227556499,group-profit-lock filled=10 peak=52.04u lock=0.60,True,220.0,1000.0,True,0.14047,-22.000000000000004,46.62880796427594,11.902897415818328,2.090989686713096,1.1499737552859264
MITOUSDT,2026-04-26 12:00,2026-04-26 13:00,2026-04-28 00:00,LONG,74.87475494816512,0.04353895145635365,0.04332,4,False,890.0,-7.772446814361533,-0.008733086308271385,0.0,failed-breakout-back-inside-range,True,220.0,670.0,False,0,0,47.10036563210813,12.550035319048744,2.6251205877345805,1.1655235922946625
MITOUSDT,2026-04-27 12:00,2026-04-27 13:00,2026-04-28 00:00,LONG,71.64411004378975,0.04324091104925193,0.04332,3,False,770.0,-6.287140714102482,-0.008165117810522704,0.0,failed-breakout-back-inside-range,True,220.0,550.0,False,0,0,32.59714573200046,12.854757929883135,2.632890772145313,1.387075002026863
1000000BOBUSDT,2026-04-27 17:00,2026-04-27 18:00,2026-04-28 11:00,SHORT,71.01737669392588,0.013385380830029917,0.01351,7,False,1130.0,-14.027742198042137,-0.012413931148709857,0.0,failed-breakout-back-inside-range,True,220.0,910.0,False,0,0,44.92112889118827,10.101010101010102,2.5637738980803615,1.2363164912796376
MITOUSDT,2026-05-02 15:00,2026-05-02 16:00,2026-05-02 17:00,LONG,70.16997883263096,0.050039923782023425,0.04971,10,True,1220.0,-28.59321112199519,-0.02343705829671737,0.0037296830195253615,group-profit-giveback,True,220.0,1000.0,True,0.053592,-22.000000000000007,51.91382635687582,11.186371100164196,2.1573387375131787,1.1000158455416875
1000000BOBUSDT,2026-05-03 14:00,2026-05-03 15:00,2026-05-04 15:00,HEDGED,73.66314253146209,0.02016,0.01645,1,False,440.0,0.0,0.0,0.0,hedged-probe-timeout,True,220.0,220.0,False,0,0,32.35683974418825,54.31547619047619,89.9951863648595,1.6818016891927627
IOUSDT,2026-05-06 04:00,2026-05-06 05:00,2026-05-06 08:00,LONG,77.04293547364335,0.12839312483145526,0.1716,10,True,1220.0,314.52016200449543,0.25780341147909464,0.4831614769322964,group-profit-lock filled=10 peak=589.46u lock=0.60,True,220.0,1000.0,True,0.13915000000000002,-22.00000000000004,47.32819875040462,8.221343873517792,2.590410157031215,1.1776843367588299
1000XECUSDT,2026-05-06 10:00,2026-05-06 11:00,2026-05-07 11:00,HEDGED,70.61305261188734,0.00752,0.00739,1,False,440.0,0.0,0.0,0.0,hedged-probe-timeout,True,220.0,220.0,False,0,0,38.94514351859423,6.64893617021276,2.186863715954139,1.2006467606334965
MITOUSDT,2026-05-08 19:00,2026-05-08 20:00,2026-05-09 20:00,LONG,71.17003066811264,0.06101621364366267,0.07337,10,True,1220.0,180.4672725266759,0.1479239938743245,0.1602829770957302,group-full-position-dynamic-tp: kline weakness: no-new-high + shadow/ema-break,True,220.0,1000.0,True,0.066363,-22.000000000000014,83.54198504795478,15.10028178352395,1.806601965828213,1.17925798980011
TRUTHUSDT,2026-05-09 18:00,2026-05-09 19:00,2026-05-10 01:00,LONG,72.85341795586253,0.010534407830096276,0.01125,10,True,1220.0,45.929036111485324,0.037646750911053545,0.08378750999404887,group-profit-lock filled=10 peak=102.22u lock=0.60,True,220.0,1000.0,True,0.011348700000000001,-22.000000000000036,42.52941955907132,8.364834738780662,2.281662297942039,1.2662721036837465
MITOUSDT,2026-05-09 19:00,2026-05-09 20:00,2026-05-09 23:00,LONG,85.94191681249157,0.079209319344076,0.07673,5,False,990.0,-46.1016576174038,-0.04656733092667051,0.003113036677462786,group-profit-giveback,True,220.0,770.0,True,0.081719,-22.000000000000018,74.97588317516497,35.13258850450936,21.98922615945176,2.352333681025679
1000XECUSDT,2026-05-10 05:00,2026-05-10 06:00,2026-05-10 12:00,LONG,76.6283422715008,0.009895548488141791,0.00904,6,False,1070.0,-95.48922758470377,-0.08924226877075118,0.0,failed-breakout-back-inside-range,True,220.0,850.0,True,0.010164000000000001,-22.00000000000003,56.78452217481797,29.004329004328994,66.51907093287083,1.5321069526880253
TRUTHUSDT,2026-05-10 18:00,2026-05-10 19:00,2026-05-11 18:00,LONG,88.61633320371563,0.015127422309935025,0.014863,6,False,1070.0,-17.69130046119968,-0.0165339256646726,0.0,failed-breakout-back-inside-range,True,220.0,850.0,False,0,0,31.18465131738606,34.510017718413515,13.199121992280482,2.319647931372112
